date,Ab,pos_total,pos_known_white ,pos_known_black ,pos_known_latinx_hisp,pos_known_asian,pos_known_hisp,deaths_total,deaths_known_white ,deaths_known_black ,deaths_known_latinx_hisp,deaths_known_asian,deaths_known_hisp
20200524,NE,12134,,,,,,150,,,,,
20200524,NH,4149,1981,150,233,80,233,209,88,0,4,0,4
20200524,NJ,154154,29952,14600,25130,4216,25130,11133,5749,1992,2078,581,2078
20200524,NM,6943,825,181,1592,45,1592,317,,,,,
20200524,NV,7770,1865,607,2008,602,2008,394,180,51,61,60,61
20200524,NY,361515,,,,,,23391,7532,5585,5768,1526,5768
20200524,OH,31911,16386,8093,,720,2117,1969,1522,344,,16,31
20200524,OK,6037,3921,564,,155,1111,311,240,26,,2,7
20200524,OR,3927,1842,86,,135,1162,148,100,6,,7,12
20200524,PA,67713,18069,8136,,914,,5124,3615,1010,,125,268
20200524,PR,3189,,,,,,127,,,,,
20200524,RI,14065,3153,1078,3568,,3568,608,454,27,54,,54
20200524,SC,10096,3685,3948,,87,778,435,215,162,,4,7
20200524,SD,4563,1380,889,782,522,782,50,,,,,
20200524,TN,20145,8040,4139,,387,3578,336,195,112,,7,20
20200524,TX,55348,4040,2266,5806,493,5806,1519,180,67,121,6,121
20200524,UT,8392,3244,272,,202,3221,97,,,,,
20200524,VA,36244,11686,5409,,,11371,1171,637,241,,,93
20200524,VI,69,,,,,,6,,,,,
20200524,VT,956,875,27,,11,26,54,50,,,2,0
20200524,WA,19828,5678,940,5145,1071,5145,1061,686,31,87,91,87
20200524,WI,15277,8043,3024,,577,5001,510,339,139,,13,45
20200524,WV,1771,1420,124,,,,72,58,3,,,
20200524,WY,638,306,8,74,5,74,12,,,,,
20200520,AK,402,261,9,,46,38,10,,,,,
20200520,AL,13052,5416,5248,,75,1091,522,267,226,,3,12
20200520,AR,5003,2478,1883,,59,324,107,59,41,,,3
20200520,AS,,,,,,,,,,,,
20200520,AZ,14897,3226,481,2797,164,2797,747,306,23,118,9,118
20200520,CA,84057,13185,3418,31432,6119,31432,3374,1125,335,1235,496,1235
20200520,CO,22797,8147,1395,8143,629,8143,1299,832,91,244,51,244
20200520,CT,39017,12455,4904,6847,563,6847,3529,2560,519,305,35,305
20200520,DC,7551,1158,3521,,97,1812,407,44,313,41,7,41
20200520,DE,8194,2318,2207,2265,120,2265,310,188,76,22,1,22
20200520,FL,47471,13292,9026,15924,,15924,2096,1051,438,460,,460
20200520,GA,39801,10086,13574,4410,568,4410,1697,741,825,62,28,62
20200520,GU,165,,,,72,,5,,,,,
20200520,HI,643,154,5,,172,,17,,,,,
20200520,IA,15824,9020,1899,,1582,4114,395,304,19,,11,19
20200520,ID,2506,1362,34,,44,447,77,73,1,,2,4
20200520,IL,100418,20251,17512,30555,3003,30555,4525,1928,1394,828,215,828
20200520,IN,29274,13524,4186,,439,3220,1716,1127,262,,6,27
20200520,KS,8539,5108,890,,531,3496,178,115,56,,1,14
20200520,KY,8167,4398,876,,347,793,376,260,63,,7,7
20200520,LA,35316,,,,,,2608,1092,1418,,21,47
20200520,MA,88970,22687,7740,15480,1601,15480,6066,2462,309,370,103,370
20200520,MD,42323,8566,12919,10153,823,10153,2123,896,876,171,77,171
20200520,ME,1819,1145,235,,28,54,73,,,,,
20200520,MI,53009,19083,16432,,1060,3180,5060,2580,2024,,50,101
20200520,MN,17670,5968,3909,,753,2821,777,493,41,,17,17
20200520,MO,11080,4653,3656,,,775,616,344,234,,,12
20200520,MP,21,,,,,,2,,,,,
20200520,MS,11967,3647,6472,655,46,655,570,249,296,8,0,8
20200520,MT,478,429,2,,1,18,16,12,,,,
20200520,NC,20122,8074,4870,,415,4539,702,394,238,,7,29
20200520,ND,2095,,,,,,49,,,,,
20200520,NE,11122,,,,,,138,,,,,
20200520,NH,3868,1685,131,193,70,193,190,73,0,3,0,3
20200520,NJ,150399,28389,13871,23703,3925,23703,10747,5511,1906,1978,567,1978
20200520,NM,6317,784,169,1389,43,1389,283,,,,,
20200520,NV,7166,1649,532,1445,498,1445,378,156,46,49,57,49
20200520,NY,354370,,,,,,23836,7373,5453,5607,1486,5607
20200520,OH,29436,15052,7502,,603,1887,1781,1398,304,,12,26
20200520,OK,5532,3654,482,,144,1017,299,230,24,,2,6
20200520,OR,3801,1842,86,,135,1162,144,100,6,,7,12
20200520,PA,64412,16731,7652,,835,,4767,3263,904,,118,242
20200520,PR,2866,,,,,,125,,,,,
20200520,RI,13356,2994,1024,3388,,3388,538,397,29,53,,53
20200520,SC,9175,3544,3709,,82,730,407,208,154,,3,7
20200520,SD,4177,1247,868,729,488,729,46,,,,,
20200520,TN,18532,7386,3866,,375,2933,309,180,105,,7,15
20200520,TX,51323,3967,2186,5702,491,5702,1419,180,67,120,6,120
20200520,UT,7710,2989,254,,186,2917,90,,,,,
20200520,VA,32908,10764,5082,,,10147,1074,584,226,,,87
20200520,VI,69,,,,,,6,,,,,
20200520,VT,944,860,27,,11,25,54,49,,,2,0
20200520,WA,18971,5535,890,4719,1031,4719,1037,667,30,85,89,85
20200520,WI,13413,7136,2684,,504,4193,481,316,136,,12,42
20200520,WV,1567,1276,113,,,,69,58,3,,,
20200520,WY,596,289,7,73,4,73,11,,,,,
20200517,AK,396,257,9,,45,38,10,,,,,
20200517,AL,11771,4975,4607,,70,981,488,246,215,,3,11
20200517,AR,4759,2354,1781,,55,268,98,49,33,,,3
20200517,AS,,,,,,,,,,,,
20200517,AZ,13937,3044,437,2541,150,2541,680,287,22,106,8,106
20200517,CA,78839,12452,3221,29208,5804,29208,3261,1039,311,1137,468,1137
20200517,CO,21938,7928,1353,7711,603,7711,1215,781,82,230,47,230
20200517,CT,37419,12051,4712,6558,550,6558,3408,2482,499,286,34,286
20200517,DC,7123,1122,3366,,96,1700,383,43,294,37,7,37
20200517,DE,7670,2134,2086,2100,113,2100,290,177,68,21,1,21
20200517,FL,45588,12771,8598,14905,,14905,1973,986,419,431,,431
20200517,GA,37552,9364,12953,3995,533,3995,1609,685,780,58,27,58
20200517,GU,154,,,,61,,5,,,,,
20200517,HI,640,154,5,,172,,17,,,,,
20200517,IA,14651,8223,1821,,1463,3675,351,273,19,,10,17
20200517,ID,2419,1335,31,,41,411,73,70,1,,2,4
20200517,IL,94191,19218,16616,27763,2830,27763,4177,1785,1316,747,194,747
20200517,IN,27778,12527,3916,,416,3000,1607,1046,250,,6,25
20200517,KS,7886,4686,822,,449,3146,172,105,53,,1,13
20200517,KY,7688,4253,850,,343,738,332,230,56,,5,7
20200517,LA,34432,,,,,,2425,951,1294,,18,40
20200517,MA,86010,21674,7396,14277,1548,14277,5797,2324,295,353,92,353
20200517,MD,38804,8058,12052,8907,752,8907,1876,779,777,154,67,154
20200517,ME,1687,980,140,,22,44,70,,,,,
20200517,MI,51142,18411,15854,,1022,3068,4891,2445,1956,,48,97
20200517,MN,15668,5182,3287,,601,2311,722,461,38,,16,16
20200517,MO,10789,4531,3560,,,755,594,249,196,,,11
20200517,MP,21,,,,,,2,,,,,
20200517,MS,11296,3492,6094,612,40,612,521,228,271,6,0,6
20200517,MT,468,427,2,,1,11,16,12,,,,
20200517,NC,18512,7352,4476,,351,3888,659,370,217,,7,29
20200517,ND,1900,,,,,,43,,,,,
20200517,NE,10348,,,,,,123,,,,,
20200517,NH,3596,1685,131,193,70,193,172,73,0,3,0,3
20200517,NJ,146334,27639,13415,23004,3825,23004,10356,5201,1807,1853,532,1853
20200517,NM,5938,756,168,1308,48,1308,265,,,,,
20200517,NV,6857,,,,,,350,,,,,
20200517,NY,350121,,,,,,22619,5733,3561,3913,881,3913
20200517,OH,27923,14273,7125,,527,1723,1625,1307,269,,11,23
20200517,OK,5310,3546,442,,135,844,288,222,23,,2,7
20200517,OR,3623,1679,82,,118,1004,137,95,5,,7,11
20200517,PA,62234,15850,7297,,781,,4418,1672,506,,53,
20200517,PR,2646,,,,,,123,,,,,
20200517,RI,12674,1042,347,1176,,1176,338,117,8,19,,19
20200517,SC,8816,3296,3450,,76,599,385,198,146,,3,
20200517,SD,3987,1190,859,696,475,696,44,,,,,
20200517,TN,17388,7045,3687,,364,2498,298,176,97,,7,14
20200517,TX,47784,3953,2181,5649,488,5649,1336,180,67,120,6,120
20200517,UT,7238,2842,229,,177,2752,80,,,,,
20200517,VA,30388,9959,4787,,,9131,1009,549,212,,,81
20200517,VI,69,,,,,,6,,,,,
20200517,VT,940,857,27,,11,25,54,49,,,2,0
20200517,WA,18433,5425,861,4425,1006,4425,1001,666,32,83,88,83
20200517,WI,12543,6677,2517,,458,3875,453,299,131,,9,34
20200517,WV,1490,1208,107,,,,67,55,3,,,
20200517,WY,566,276,7,70,5,70,8,,,,,
20200513,AK,383,250,9,,45,37,10,,,,,
20200513,AL,9889,4268,3841,,59,783,393,198,172,,2,8
20200513,AR,4164,2142,1549,,49,224,90,49,33,,,
20200513,AS,,,,,,,,,,,,
20200513,AZ,12176,2787,384,2164,132,2164,594,255,19,86,5,86
20200513,CA,71141,11210,2869,24511,5206,24511,2846,937,280,984,432,984
20200513,CO,20475,7596,1294,6926,595,6926,1062,672,74,172,45,172
20200513,CT,34855,11298,4395,6099,516,6099,3125,2257,464,272,33,272
20200513,DC,6584,1013,3071,,88,1472,350,34,271,38,5,38
20200513,DE,6952,1873,1932,1866,106,1866,247,145,63,18,1,18
20200513,FL,41236,11794,7910,13620,,13620,1827,911,384,393,,393
20200513,GA,35427,8945,12405,3739,494,3739,1517,662,737,51,27,51
20200513,GU,151,,,,61,,5,,,,,
20200513,HI,638,158,5,,170,,17,,,,,
20200513,IA,13285,7189,1663,,1323,3189,306,242,16,,10,16
20200513,ID,2324,1256,27,,40,378,69,66,1,,2,4
20200513,IL,84698,17407,15034,23259,2529,23259,3792,1611,1217,643,169,643
20200513,IN,25473,11844,3744,,382,2725,1482,967,238,,7,23
20200513,KS,7468,4333,781,,411,2846,164,102,50,,,10
20200513,KY,7049,3911,786,,4,658,326,226,54,,5,6
20200513,LA,32662,,,,,,2315,951,1294,,18,40
20200513,MA,80497,20204,6922,12960,1448,12960,5315,2094,271,329,90,329
20200513,MD,34812,7367,11140,7483,689,7483,1694,704,691,133,58,133
20200513,ME,1515,980,140,,22,44,66,,,,,
20200513,MI,48391,16936,15485,,967,2419,4734,2309,1932,,47,94
20200513,MN,12917,4295,2411,,469,1817,638,420,35,,12,14
20200513,MO,10142,4259,3346,,,709,542,227,178,,,10
20200513,MP,19,,,,,,2,,,,,
20200513,MS,10090,2792,4931,548,,548,465,190,249,6,,6
20200513,MT,462,423,2,,1,11,16,12,,,,
20200513,NC,15816,6266,4009,,292,2939,597,332,200,,6,24
20200513,ND,1647,,,,,,40,,,,,
20200513,NE,9075,,,,,,107,,,,,
20200513,NH,3299,1479,105,143,59,,150,54,0,4,0,
20200513,NJ,141560,26169,12878,21705,3599,21705,9702,5087,1768,1806,523,1806
20200513,NM,5364,726,158,1137,47,1137,231,,,,,
20200513,NV,6394,,,,,,331,,,,,
20200513,NY,340661,,,,,,22013,5564,3481,3824,864,3824
20200513,OH,25721,13240,6564,,472,1473,1483,1195,242,,11,21
20200513,OK,4852,3315,357,,117,727,278,212,22,,2,6
20200513,OR,3268,1679,82,,118,1004,130,95,5,,7,11
20200513,PA,58698,14386,6721,,715,,3943,1469,416,,43,
20200513,PR,2329,,,,,,115,,,,,
20200513,RI,11835,3764,1254,4246,,4246,462,269,20,44,,44
20200513,SC,8030,3172,3244,0,72,560,362,184,136,,3,
20200513,SD,3732,1099,827,644,449,644,39,,,,,
20200513,TN,16370,6611,3518,,348,2063,273,168,87,,6,11
20200513,TX,42403,3898,2125,5587,486,5587,1158,176,66,120,6,120
20200513,UT,6620,2645,199,,158,2506,75,,,,,
20200513,VA,26746,8924,4337,,,7711,927,501,201,,,73
20200513,VI,69,,,,,,6,,,,,
20200513,VT,929,828,26,,10,22,53,49,,,2,0
20200513,WA,17512,5244,820,4080,965,4080,975,648,29,81,86,81
20200513,WI,10902,5869,2258,,396,3357,421,280,120,,8,31
20200513,WV,"1,404","1,148",105,,,,59,2,1,,,
20200513,WY,523,255,7,67,5,67,7,,,,,
20200510,AK,379,238,9,,45,35,10,,,,,
20200510,AL,9889,4333,3789,,61,759,393,194,178,,3,9
20200510,AR,4012,1922,1322,,44,191,82,45,30,,,
20200510,AS,,,,,,,,,,,,
20200510,AZ,11119,2631,338,1889,123,1889,536,240,17,77,5,77
20200510,CA,66680,10740,2741,22525,4935,22525,2657,891,264,914,417,914
20200510,CO,19703,7386,1241,6531,559,6531,971,619,63,161,37,161
20200510,CT,33554,10867,4177,5713,486,5713,2967,2127,439,256,30,256
20200510,DC,6272,970,2919,,83,1370,323,35,252,29,5,29
20200510,DE,6447,1701,1799,1650,97,1650,224,132,58,13,1,13
20200510,FL,39514,11254,7436,12722,,12722,1721,859,363,363,,363
20200510,GA,33836,8437,11763,3374,468,3374,1405,602,693,48,26,48
20200510,GU,151,,,,61,,5,,,,,
20200510,HI,632,158,5,,170,,17,,,,,
20200510,IA,11957,6581,1559,,1223,2946,265,210,15,,7,16
20200510,ID,2230,1160,24,,38,336,67,62,1,,2,4
20200510,IL,77741,16390,14369,20839,2408,20839,3406,1450,1106,554,147,554
20200510,IN,24126,10398,3353,,337,2533,1379,860,220,,6,20
20200510,KS,6984,3975,723,,394,2574,157,99,47,,9,10
20200510,KY,6440,3649,679,,0,603,304,211,50,,5,5
20200510,LA,31600,,,,,,2213,833,1184,,16,36
20200510,MA,77793,19059,6456,11902,1322,11902,4979,1911,253,293,84,293
20200510,MD,32587,7018,10623,6686,664,6686,1538,637,631,109,51,109
20200510,ME,1436,829,73,,20,32,64,,,,,
20200510,MI,47138,16498,15084,,942,2356,4570,2229,1865,,45,91
20200510,MN,11271,3832,1916,,450,1577,578,387,34,,11,11
20200510,MO,9844,4036,3248,,,689,482,197,159,,,9
20200510,MP,16,,,,,,2,,,,,
20200510,MS,9501,2588,4475,504,,504,430,152,203,5,,5
20200510,MT,458,420,2,,1,8,16,12,,,,
20200510,NC,14764,5761,3808,,273,2446,547,312,177,,6,20
20200510,ND,1491,,,,,,35,,,,,
20200510,NE,8315,,,,,,98,,,,,
20200510,NH,3071,1479,105,143,59,,133,54,0,4,0,
20200510,NJ,138532,,,,,,9255,4354,1578,1446,446,1446
20200510,NM,4863,696,150,1029,42,1029,200,,,,,
20200510,NV,6098,,,,,,306,,,,,
20200510,NY,335395,,,,,,21478,5423,3409,3738,845,3738
20200510,OH,24081,12337,6144,,415,1303,1341,1017,218,,10,18
20200510,OK,4589,3194,315,,104,637,272,206,22,,2,5
20200510,OR,2742,1456,69,,100,797,109,81,5,,6,7
20200510,PA,56611,13526,6411,,682,,3707,1357,388,,40,
20200510,PR,2198,,,,,,111,,,,,
20200510,RI,11274,3764,1254,4246,,4246,422,269,20,44,,44
20200510,SC,7653,2966,3034,0,67,450,331,161,122,,3,
20200510,SD,3517,1058,761,611,427,611,34,,,,,
20200510,TN,14985,6016,3087,,342,1715,243,146,76,,6,8
20200510,TX,38869,3864,2119,5429,483,5429,1088,176,66,117,6,117
20200510,UT,6251,2496,172,,145,2365,67,,,,,
20200510,VA,24081,8075,4031,,,6476,839,451,187,,,55
20200510,VI,69,,,,,,4,,,,,
20200510,VT,927,808,20,,10,20,53,49,,,2,0
20200510,WA,16891,5034,795,3718,946,3718,931,622,28,75,79,75
20200510,WI,10219,5504,2111,,365,3070,400,266,117,,6,32
20200510,WV,1362,1101,99,,,,50,2,1,,,
20200510,WY,504,247,8,66,5,66,7,,,,,
20200506,AK,372,225,9,,44,32,,,,,,
20200506,AL,8691,3877,3351,,57,601,343,170,155,,3,8
20200506,AR,3496,1804,1181,,43,,82,48,28,,,
20200506,AS,,,,,,,,,,,,
20200506,AZ,9707,2388,301,1574,108,1574,426,195,13,65,5,65
20200506,CA,58815,9998,2456,19333,4519,19333,2325,766,230,784,371,784
20200506,CO,17830,8424,1346,6907,520,6907,921,632,64,167,33,167
20200506,CT,30995,10178,3790,5194,448,5194,2718,1943,409,240,26,240
20200506,DC,5461,847,2550,,73,1254,277,29,220,21,5,21
20200506,DE,5778,1508,1604,1383,1,1383,193,111,53,8,1,8
20200506,FL,37020,10395,6667,11514,,11514,1539,758,324,324,,324
20200506,GA,30738,9390,11143,,451,3082,1327,589,652,,25,48
20200506,GU,,,,,,,,,,,,
20200506,HI,656,178,5,,189,,,,,,,
20200506,IA,10392,5545,1352,,915,2382,207,161,15,,7,14
20200506,ID,2158,1118,21,,32,315,66,59,1,,2,4
20200506,IL,68232,14809,13277,17240,2203,17240,2974,1262,998,457,124,457
20200506,IN,21870,9666,3127,,328,2187,1264,803,206,,7,16
20200506,KS,5734,3382,613,,275,2044,144,92,46,,0,8
20200506,KY,5934,3375,628,,3,518,283,197,45,,5,3
20200506,LA,,,,,,,2064,833,1184,,16,36
20200506,MA,72025,16925,5257,9363,1152,9363,4420,1688,243,238,79,238
20200506,MD,28163,6280,9648,5394,580,5394,1338,562,542,91,48,91
20200506,ME,1254,829,73,,20,32,,,,,,
20200506,MI,45054,15318,14417,,901,2252,4270,2040,1742,,42,85
20200506,MN,8579,3174,1372,,343,1201,485,334,24,,4,9
20200506,MO,9102,3731,2821,,,546,396,162,122,,,15
20200506,MP,,,,,,,,,,,,
20200506,MS,8424,2290,3878,427,,,374,129,170,5,,
20200506,MT,456,421,2,,1,8,,12,,,,
20200506,NC,12758,4979,3451,,228,1840,477,273,158,,6,17
20200506,ND,,,,,,,,,,,,
20200506,NE,,,,,,,,,,,,
20200506,NH,1938,1205,86,103,49,,60,36,0,3,0,
20200506,NJ,,,,,,,8549,3420,1282,1125,347,1125
20200506,NM,4291,659,135,898,42,898,,,,,,
20200506,NV,,,,,,,,,,,,
20200506,NY,,,,,,,20597,5200,3262,3595,815,3595
20200506,OH,21576,11143,5543,,349,1046,1225,906,192,,7,17
20200506,OK,4201,2994,271,,91,541,253,193,21,,2,5
20200506,OR,2742,1456,69,,100,797,109,81,5,,6,7
20200506,PA,51845,11937,5700,,613,,3106,1147,317,,34,
20200506,PR,,,,,,,,,,,,
20200506,RI,9652,3764,1254,4246,,4246,341,269,20,44,,44
20200506,SC,6936,2752,2752,0,62,418,305,129,126,,0,
20200506,SD,2779,932,511,504,309,504,,,,,,
20200506,TN,13938,5575,2854,,320,1369,239,145,72,,6,8
20200506,TX,34422,3462,1885,4695,461,4695,948,164,60,98,6,98
20200506,UT,5595,2299,141,,131,2069,,,,,,
20200506,VA,20256,6934,3593,,,4963,713,377,164,,,40
20200506,VI,,,,,,,,,,,,
20200506,VT,908,794,19,,10,20,52,45,,,2,1
20200506,WA,15905,4773,730,3179,951,3179,870,587,26,65,76,65
20200506,WI,8901,4751,1903,,319,2539,362,235,109,,6,30
20200506,WV,1276,1041,93,,,,,,,,,
20200506,WY,436,244,8,,4,63,,,,,,
20200503,AK,368,216,8,,44,30,,,,,,
20200503,AL,7888,3518,3002,,56,459,290,145,129,,2,8
20200503,AR,3431,1762,1139,,41,,76,44,25,,1,
20200503,AS,,,,,,,,,,,,
20200503,AZ,8640,2243,278,1407,96,1407,362,167,12,54,4,54
20200503,CA,53616,9449,2289,17127,4244,17127,2138,721,214,704,345,704
20200503,CO,16653,8129,1260,6278,434,6278,842,588,53,150,30,150
20200503,CT,29287,9370,3435,4597,421,4597,2495,1797,371,218,22,218
20200503,DC,5016,789,2341,,72,954,251,27,198,19,5,19
20200503,DE,5208,1349,1455,1148,1,1148,177,102,46,7,1,7
20200503,FL,35158,18070,6584,,,10639,,,,,,
20200503,GA,28661,8491,10327,,409,2662,1181,500,610,,22,37
20200503,GU,,,,,,,,,,,,
20200503,HI,656,178,5,,189,,,,,,,
20200503,IA,9175,4813,1182,,,2044,,,,,,
20200503,ID,,,,,,,64,60,1,,2,5
20200503,IL,61499,13566,12240,14502,2001,14502,2618,1096,904,379,111,379
20200503,IN,19933,9149,2970,,298,1853,1132,724,191,,4,15
20200503,KS,5030,2984,535,,224,1803,134,84,41,,0,5
20200503,KY,5130,2984,532,,3,421,253,173,40,,4,2
20200503,LA,,,,,,,1670,638,973,,13,27
20200503,MA,68087,15455,4902,8442,1021,8442,4004,1477,216,216,72,216
20200503,MD,25462,5698,8871,4625,530,4625,1182,486,500,78,39,78
20200503,ME,1185,731,41,,13,23,,,,,,
20200503,MI,43754,14438,14001,,875,1750,4065,1943,1660,,40,80
20200503,MN,6663,2731,999,,266,932,419,289,16,,4,8
20200503,MO,8386,3438,2515,,,503,352,144,105,,,17
20200503,MP,,,,,,,,,,,,
20200503,MS,7550,2504,3951,,,,303,130,171,,,
20200503,MT,455,422,2,,1,8,,,,,,
20200503,NC,11664,4526,3221,,208,1486,422,244,135,,5,11
20200503,ND,,,,,,,,,,,,
20200503,NE,,,,,,,,,,,,
20200503,NH,1938,1205,86,103,49,,60,36,0,3,0,
20200503,NJ,,,,,,,7871,3420,1282,1125,347,1125
20200503,NM,3850,608,106,762,51,762,,,,,,
20200503,NV,,,,,,,,,,,,
20200503,NY,,,,,,,19189,4974,3116,3443,784,
20200503,OH,19914,10337,5083,,302,886,1038,764,172,,3,15
20200503,OK,3972,2780,247,,84,,238,183,21,,2,
20200503,OR,2345,1280,58,,80,638,,,,,,
20200503,PA,49267,10889,5280,,556,,2444,908,242,,28,
20200503,PR,,,,,,,,,,,,
20200503,RI,9477,3696,1232,4169,,4169,320,252,16,41,,41
20200503,SC,6626,2576,2519,0,57,325,275,133,103,,2,
20200503,SD,2631,863,499,472,303,472,,,,,,
20200503,TN,13177,5227,2630,,295,1184,210,132,65,,6,7
20200503,TX,31548,2812,1544,3530,408,3530,867,148,54,86,7,86
20200503,UT,5175,2187,129,,127,1901,,,,,,
20200503,VA,18671,6380,3329,,,4369,660,350,154,,,39
20200503,VI,,,,,,,,,,,,
20200503,VT,897,786,18,,10,19,52,46,,,2,1
20200503,WA,15185,4642,706,2996,924,2996,834,561,24,59,74,59
20200503,WI,7964,4155,1754,,271,2114,339,212,106,,6,22
20200503,WV,1195,965,90,,,,,,,,,
20200503,WY,395,240,4,,4,62,,,,,,
20200429,AK,355,206,7,,43,25,,,,,,
20200429,AL,6925,3186,2646,,52,378,262,131,115,,2,7
20200429,AR,3192,1591,1026,125,40,,59,36,20,,,
20200429,AS,,,,,,,,,,,,
20200429,AZ,7202,2046,240,1207,91,1207,304,148,10,39,4,39
20200429,CA,46500,8339,1977,13608,3721,13608,1809,613,186,589,292,589
20200429,CO,14758,7460,1131,,395,5275,766,537,51,,28,130
20200429,CT,26767,8504,3105,4108,390,4108,2168,1554,328,189,19,189
20200429,DC,4106,703,2037,,64,797,205,22,163,14,4,14
20200429,DE,4655,1184,1292,936,1,936,144,81,36,5,1,5
20200429,FL,32318,16146,5745,,,9325,,,,,,
20200429,GA,33143,7439,9360,,367,2093,1100,465,565,,20,36
20200429,GU,,,,,,,,,,,,
20200429,HI,601,156,5,,162,,,,,,,
20200429,IA,6843,3838,910,,,1532,,,,,,
20200429,ID,0,,,,,,60,57,1,,,4
20200429,IL,50355,11676,10850,10846,1718,10846,2215,912,796,297,91,297
20200429,IN,17182,8127,2680,1580,274,1580,964,,,,,
20200429,KS,3738,2325,433,,114,1318,125,76,39,,0,4
20200429,KY,4539,2661,487,,3,313,235,160,36,,3,2
20200429,LA,,,,,,,1670,638,973,27,13,27
20200429,MA,60265,13378,4218,7111,903,7111,3405,1171,180,187,64,187
20200429,MD,20849,4808,7615,3473,434,3473,985,390,404,64,36,64
20200429,ME,1069,731,41,,13,23,,,,,,
20200429,MI,40191,12927,12927,1211,807,1211,3649,1651,1468,36,36,36
20200429,MN,4710,2136,603,603,185,603,322,216,15,9,3,9
20200429,MO,7422,3044,2301,,,371,318,130,98,,,0
20200429,MP,,,,,,,,,,,,
20200429,MS,6569,2202,3433,,,,250,103,145,,,
20200429,MT,451,418,2,,1,8,,,,,,
20200429,NC,9948,3816,2827,,146,1066,354,203,117,,3,7
20200429,ND,,,,,,,,,,,,
20200429,NE,,,,,,,,,,,,
20200429,NH,1938,1205,86,103,49,,60,36,0,3,0,
20200429,NJ,,,,,,,6770,1879,838,656,205,656
20200429,NM,3213,518,88,657,39,657,,,,,,
20200429,NV,,,,,,,,,,,,
20200429,NY,,,,,,,18015,4632,2936,3221,726,
20200429,OH,17303,8931,4221,,249,632,937,682,152,,3,11
20200429,OK,3473,2438,212,,70,,214,162,20,,2,
20200429,OR,2345,1280,58,,80,638,,,,,,
20200429,PA,44366,9327,4538,,466,,2195,791,218,,26,
20200429,PR,,,,,,,,,,,,
20200429,RI,8247,3216,1072,3546,,3546,251,200,15,30,,30
20200429,SC,5881,2317,2214,309,,290,232,99,78,,,
20200429,SD,,,,,,,,,,,,
20200429,TN,10436,4427,2154,,239,899,195,120,57,,5,5
20200429,TX,27054,1766,932,1551,212,1551,732,122,46,59,4,59
20200429,UT,4901,1990,102,1624,118,1624,,,,,,
20200429,VA,14328,5104,2733,,,,513,271,134,,,
20200429,VI,,,,,,,,,,,,
20200429,VT,862,743,15,17,10,17,47,42,,,2,
20200429,WA,14070,4446,653,2764,896,2764,801,531,23,52,69,52
20200429,WI,6520,3449,1517,,205,1602,308,187,101,,5,17
20200429,WV,1109,904,86,,,,,,,,,
20200429,WY,404,233,4,58,4,58,,,,,,
20200426,AK,341,190,7,,41,25,9,4,0,,2,0
20200426,AL,6421,2947,2411,,50,340,219,113,98,,3,6
20200426,AR,2941,1340,808,107,27,,49,29,16,,,
20200426,AS,,,,,,,,,,,,
20200426,AZ,6526,1954,223,1119,83,1119,275,134,9,37,4,37
20200426,CA,42164,7739,1839,12092,3438,12092,1647,536,170,502,266,502
20200426,CO,13441,6973,1010,,360,4623,680,477,44,,21,120
20200426,CT,22469,7759,2819,3699,350,3699,1544,1370,294,173,17,173
20200426,DC,3841,665,1891,,63,708,178,20,142,11,4,11
20200426,DE,4034,1003,1106,714,0,714,120,69,29,5,0,5
20200426,FL,30680,15111,5228,,,8676,,,,,,
20200426,GA,23481,6280,8181,,308,1700,916,383,478,,14,32
20200426,GU,,,,,,,,,,,,
20200426,HI,601,156,5,,162,,,,,,,
20200426,IA,5475,3191,717,,432,1242,,,,,,
20200426,ID,58,41,1,,,2,,,,,,
20200426,IL,43903,10427,9918,8743,1523,8743,1933,794,712,245,76,245
20200426,IN,15012,7010,2356,1125,165,1125,813,,,,,
20200426,KS,3174,1986,386,,78,1038,118,71,35,,0,3
20200426,KY,4074,2407,431,,1,257,207,143,29,,3,2
20200426,LA,,,,,,,1473,505,828,20,12,20
20200426,MA,54938,11646,3735,5933,769,5933,2899,965,144,162,57,162
20200426,MD,18581,4276,6742,2841,363,2841,827,301,305,46,30,46
20200426,ME,,,,,,,,,,,,
20200426,MI,37585,12088,12088,1133,755,1133,3329,1458,1359,33,33,33
20200426,MN,3655,1909,504,396,144,396,273,187,13,5,1,5
20200426,MO,6994,2798,2099,,,349,274,109,82,,,0
20200426,MP,,,,,,,,,,,,
20200426,MS,5911,1984,3095,,,,227,88,138,,,
20200426,MT,448,389,2,,1,8,,,,,,
20200426,NC,8830,3485,2575,,114,827,299,170,99,,2,6
20200426,ND,,,,,,,,,,,,
20200426,NE,,,,,,,,,,,,
20200426,NH,1447,937,63,70,37,,,,,,,
20200426,NJ,,,,,,,5938,1879,838,656,205,656
20200426,NM,2704,502,64,595,38,595,,,,,,
20200426,NV,,,,,,,,,,,,
20200426,NY,,,,,,,3961,2382,709,534,163,534
20200426,OH,15963,7976,3716,,216,512,728,520,109,,2,11
20200426,OK,3253,2295,195,,66,,195,149,16,,1,
20200426,OR,1928,1065,47,509,64,509,,,,,,
20200426,PA,41165,8292,4027,,420,,1550,570,168,,21,
20200426,PR,,,,,,,,,,,,
20200426,RI,7439,2901,967,3273,,3273,226,178,15,27,,27
